WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,DEPARTURE,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,FRIENDLYCASUALTIES_VERBOSE,WEATHER,ALTITUDE,O
830,1915/09/20,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.7667,13.6,"N OF DUINO",ITALY,VIADUCT,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
831,1915/07/04,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.887506,13.720051,PRWACINA-DORNBERG,SLOVENIA,"RAIL LINE",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
832,1915/10/26,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.0533333,13.59,"BAINSIZZA & CARSO PLATEAU",ITALY,ENCAMPMENTS,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
833,1915/10/28,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.0533333,13.59,"BAINSIZZA & CARSO PLATEAU",ITALY,"VALLEY BACA (IDRIA) RAIL LINES, GORIZIA- TRIESTE RAILWAY, ENEMY CAMPS, MARCHING COLUMNS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
834,1915/10/29,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.1469444,13.7388889,"SANTA LUCIA, TOMINO, SAN PIETRO",,"RAIL STATIONS, ENEMY ENCAMPMENTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
835,1915/10/31,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.78333,13.66666,"DUINO & NABRENSINA",ITALY,"RAIL STATIONS, TRAINS AT NABRESINA",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
836,1915/07/16,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.9166667,13.5,GORIZIA,ITALY,"RAIL LINE AND FOOT BRIDGE",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
837,1915/11/03,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.188478,13.543292,SAVOGNA,ITALY,"RAIL STATIONS, ENEMY ENCAMPMENTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
838,1915/08/05,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,"MILITARY WORKS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
839,1917/04/14,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,43.5086,16.4356,"PREBACINA, VOLGIA DRAGA IN FRIGIDO VALLEY",ITALY,"RAIL STATION",,,,,,,,,,,,OTAG
840,1917/04/19,,ITALY,,,"CAPRONI CA.32",,,,2,,,,,,45.0475,18.304444,OPCINA,ITALY,"STATION AND RAIL LINE",,,,,,,,,,,,OTAG
841,1915/11/14,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.74706839,13.67495623,"SAN DANIELE & NABRESINA",ITALY,"RAIL STATIONS AND OTHER MIL OBJECTIVES",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
842,1915/11/21,,ITALY,,,"CAPRONI CA.32",,,,,,100,,780,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
843,1915/11/24,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.950645,13.701074,"AISOVIZZA & AIDUSSINA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
844,1915/11/24,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.0494444,13.7969444,"CHIAPOVANO (IDRIA REGION, E OF ISONZO, NE OF GORIZIA)",ITALY,"ENEMY CAMPS AND BARRACKS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
845,1915/11/24,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.906,13.701,"VOGERSKO, AIDUSSINA, RIEFENBERG",,"RAIL STATIONS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
846,1917/04/19,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.040545,13.788362,"UPPER CHIAPOVANO / SPIRITO PLATEAU AND BASIZZA",ITALY,"SUPPLY CENTER / TROOP CONCENTRATION",,,,,,,,,,,,OTAG
847,1917/04/20,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,,,,,,,,,,,,,OTAG
848,1917/04/21,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.89,13.7180556,"BETWEEN PROVACINA AND DORIMBERGA",,"RAIL CENTER",,,,,,,,,,,,OTAG
849,1917/04/26,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.8572222,13.7841667,RIFEMBERGA,,"RAIL CENTER",,,,,,,,,,,,OTAG
850,1917/04/30,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.637275,13.760402,TRIESTE,ITALY,AERODROME,,,,,,,,,,,,OTAG
851,1916/01/18,,ITALY,,,"CAPRONI CA.32",,,,2,,,,,780,45.9167,11.0667,VOLANO,,"AUSTRIAN HQ",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
852,1917/05/01,,ITALY,,,"CAPRONI CA.32",,,,14,,,,,,45.0475,18.304444,OPCINA,ITALY,"RAIL CENTER",,,,,,,,,,,,OTAG
853,1916/02/18,,ITALY,,,"CAPRONI CA.32",,,,34,,,,,780,46.05,14.5777778,LAIBACH/LUBIANA,SLOVENIA,TOWN,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
854,1915/09/17,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.950645,13.701074,AISOVIZZA,ITALY,AIRDROME,CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
855,1916/04/03,,ITALY,,,"CAPRONI CA.32",,,,33,,40,BOMBS,4680,780,45.7769444,14.2166667,ADELSBERG,GERMANY,"RAIL STATION AND AUSTRIAN HQ",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
856,1917/05/02,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.0475,18.304444,"OPCINA , PROSECCO",ITALY,"RAIL CENTER",,,,,,,,,,,,OTAG
857,1916/04/04,,ITALY,,,"CAPRONI CA.32",,,,2,,1,"HEAVY BOMB",780,780,45.9166667,13.5,"GORIZIA (GRAFENBERG)",ITALY,TOWN,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
858,1915/10/22,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,,,"MOUNT SAN MICHELE",FRANCE,"POSITION ON THE REVERSE SLOPE",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
859,1916/04/02,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,"RAIL LINE",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
860,1916/04/21,,ITALY,,,"CAPRONI CA.32",,,,,,60,"FRAG BOMBS",,780,45.637275,13.760402,TRIESTE,ITALY,"SEAPLANE STATION",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
861,1916/08/07,,ITALY,ARMY,,AIRSHIP,,NIGHT,,,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,"RAIL LINE",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
862,1917/04/19,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,"RAIL STATION",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
863,1917/04/25,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,1320,45.0475,18.304444,OPCINA,ITALY,"RAIL STATION",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
864,1916/05/16,,ITALY,,,"CAPRONI CA.32",,,,,,50,BOMBS,,780,42.7733333,18.2144444,"KOSTANIEVICA, LOKVICE, SEGETI",SLOVENIA,"ENEMY CATONMENTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
865,1916/05/16,,ITALY,,,"CAPRONI CA.32",,,,,,50,BOMBS,,780,45.906,13.701,"OVCIA DRAGA / OVOIA DRAGA, COSTANIEVIO/LOKVICA/SEGATI",,"RAIL STATION, ENEMY CAMPS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
866,1917/05/03,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.7061,13.8625,SESANA,SLOVENIA,"RAIL CENTER",,,,,,,,,,,,OTAG
867,1916/05/26,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.88417,13.28611,"TORRE VALLEY AND ARSA VALLEY",,"ENEMY POSITIONS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
868,1916/05/30,,ITALY,,,"CAPRONI CA.32",,,,,,100,,,780,45.617,11.617,"UPPER ASSA VALLEY",ITALY,"ENEMY ENCAMPMENT AND ARSENAL",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
869,1916/06/01,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.617,11.617,"ASSA VALLEY",ITALY,"ENEMY CAMPS AND DEPOTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
870,1917/05/10,,ITALY,,,SEAPLANES,,,,,,,,,,45.717,13.767,PROSECCO,ITALY,AERODROME,,,,,,,,,,,,OTAG
871,1917/05/10,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.8572222,13.7841667,RIFEMBERGA,,"RAIL CENTER",,,,,,,,,,,,OTAG
872,1916/06/15,,ITALY,,,"CAPRONI CA.32/ FARMANN",,,,,,160,,,780,45.941,11.554,"JUNCTION OF NOS AND CAMPOMULO VALLEYS",ITALY,"ENEMY ENCAMPMENTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
873,1916/06/15,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.45,10.8333333,"MATARELLO (LAGARINA VALLEY)",ITALY,"RAIL STATION",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
874,1916/06/15,,ITALY,,,"CAPRONI CA.32",,,,33,,,,4680,780,46.45,10.8333333,"MATARELLO (LAGARINA VALLEY)",ITALY,"RAIL STATION",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
875,1916/06/21,,ITALY,,,"CAPRONI CA.32/ FARMANN",,,,26,,,,26520,780,46.0524,11.4555,"VAL SUGANA (15M E OF TRENTE)",ITALY,"PERGINE AVAIATION STATION",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
876,1917/09/21,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,"TRENCHES IN THE VALLEY OF CHIAPOVANO",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
877,1916/06/25,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.944559,11.51422,"ASIAGO PLATEAU",ITALY,,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
878,1916/06/27,,,,,,,,,,,,,,,46.666667,13.066667,"DELLACH (DRAVE VALLEY)",AUSTRIA,DEPOTS,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
879,1916/06/27,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.990796,11.265018,"MONTE ROVERE (SE OF CALDONAZZO)",ITALY,"ENEMY VEHICLE PARK",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
880,1916/06/27,,,,,,,,,,,,,,,46.743,12.97,"OBER-DRAUBURG (BETWEEN VILLACH AND TOBLACH)",AUSTRIA,"RAIL STATION",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
881,1916/06/30,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.617,11.617,"UPPER ASSA VALLEY",ITALY,"ENEMY ENCAMPMENTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
882,1917/05/11,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.74706839,13.67495623,"TORRENTE BRANIZZA VALLEY (FRIGIDO)/ POLA",ITALY,,,,,,,,,,,,,OTAG
883,1916/07/08,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.88953,11.033166,"S OF CALLIANO (NE OF ROVERTO) IN ADIGE VALLEY",ITALY,"ENEMY POSITIONS AND COLUMNS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
884,1916/07/10,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.0333333,10.7166667,TIONE,ITALY,,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
885,1916/07/11,,,,,,,,,,,,,,,45.990796,11.265018,"MONTE ROVERE (SE OF CALDONAZZO)",ITALY,"ENEMY VEHICLE PARK",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
886,1916/07/15,,ITALY,,,"CAPRONI CA.32",,,,8,,,,11700,780,45.91537048,11.15886727,"FOLGARIA (NE OF ROVERTO)",ITALY,"ENEMY CAMPS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
887,1917/05/14,,ITALY,,,"CAPRONI CA.32",,,,,,200,,,,46.0494444,13.7969444,"CHIAPOVANO/ IVO OF GORIZIA",ITALY,"ENEMY DEPOTS/ENEMY CAMPS AND ROADWAYS",,,,,,,,,,,,OTAG
888,1916/08/01,,ITALY,,,"CAPRONI CA.32",,,,,,,,8000,780,45.334797,14.404103,"PUNTA BIANCA 3KM W OF FIUME",ITALY,"WHITEHEAD TORPEDO AND SUBMARINE WORKS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
889,1917/09/23,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,"TRENCHES IN THE VALLEY OF CHIAPOVANO",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
890,1916/08/11,,ITALY,,,"CAPRONI CA.32",,,,12,,,,6000,333.3333333,45.89,13.7180556,"PRVACINA & DORNBERG",SLOVENIA,"RAIL STATION AND MILITARY DEPOTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
891,1917/05/15,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.0494444,13.7969444,"CHIAPOVANO/ IVO OF GORIZIA",ITALY,"ENEMY SUPPLY ROUTES",,,,,,,,,,,,OTAG
892,1916/08/15,,ITALY,,,"CAPRONI CA.32",,,,7,,90,"60 LB BOMBS",5400,385.7142857,45.89,13.7180556,"PRVACINA & DORNBERG",SLOVENIA,"RAIL STATION AND MILITARY DEPOTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
893,1917/10/23,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.226908,13.596461,PARENZO,ITALY,"HANGERS, BATTERIES, AMMUNITION DUMP",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
894,1916/09/13,,ITALY,,,"CAPRONI CA.32",,,,19,,172,"60 LB BOMBS",10320,469.0909091,45.637275,13.760402,TRIESTE,ITALY,"LLOYDS ARSENAL AND SEAPLANE STATION",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
895,1916/09/18,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.75394,13.688271,"DOTTEGLIANO (8 MI N OF TRIESTE)& SCOPPO (10 MI N OF TRIESTE)",ITALY,"RAIL STATIONS, STORES, WATER TANKS AND TRAINS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
896,1916/09/18,,ITALY,,,"CAPRONI CA.32",,,,14,,,,1560,780,46.45,10.8333333,"MATARELLO (LAGARINA VALLEY)",ITALY,,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
897,1917/11/03,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.963867,12.970174,"CODROIPO AND UDINE",ITALY,"FREIGHT AND MATERIAL ON ROAD BETWEEN TOWNS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
898,1917/11/06,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,46.125136,13.026653,MADRISIO,ITALY,BRIDGE,CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
899,1917/05/19,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.0886,13.6397,"E OF CANALE (CHANNEL) / GARGARO BASIN (CENTRAL ISONZO)",SLOVENIA,"ENEMY CAMPS",,,,,,,,,,,,OTAG
900,1916/11/01,,ITALY,,,"CAPRONI CA.32",,,,7,,,,10920,780,45.74706839,13.67495623,"NABRESINA, DOTTEGLIANO, SCOPPO",,"RAIL STATIONS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
901,1916/11/02,,ITALY,,,"CAPRONI CA.32",,,,10,,67,"60 LB BOMBS",4020,251.25,45.846667,13.963056,"FRIGIDO VALLEY (VIPACCO)",ITALY,"ENEMY CAMPS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
902,1917/05/25,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.1469444,13.7388889,"SANTA LUCIA OF TOLMINO",SLOVENIA,"ENEMY SUPPLY ROUTES",,,,,,,,,,,,OTAG
903,1917/06/05,,ITALY,,,"CAPRONI CA.32",,,,,,,,4400,,45.84203,13.4589,"S PIETRO - TRYESTE - LUBIANA",,"RAIL LINE",,,,,,,,,,,,OTAG
904,1916/12/03,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.846667,13.963056,"FRIGIDO VALLEY (VIPACCO)",ITALY,"ENEMY BILLETS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
905,1916/12/04,,ITALY,,,"CAPRONI CA.32",,,,,,,,3000,780,45.75394,13.688271,"DOTTEGLIANO (8 MI N OF TRIESTE)& SCOPPO (10 MI N OF TRIESTE)",ITALY,"RAIL STATIONS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
906,1917/06/05,,ITALY,,,"CAPRONI CA.32",,,,,,,,2200,,45.637275,13.760402,"TRIESTE/ MUGGIA/ PROSECCO",ITALY,"MILITARY SUPPLY INDUSTRIAL FACILITIES",,,,,,,,,,,,OTAG
907,1916/12/22,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.89,13.7180556,"DORIMBERGO IN FRIGIDO VALLEY (VIPACCO)",ITALY,"RAIL STATION, REAR OF ENEMY LINES",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
908,1917/01/05,,ITALY,,,"CAPRONI CA.32",,NIGHT,,2,,,,440,780,45.74706839,13.67495623,"NABRESINA AND REGION OF MOUNT QUERCETO (HERMADA)",ITALY,STATION,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
909,1917/01/09,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.8572222,13.7841667,"RIFEMBERGO, S. DANIELE, KOBDIL IN VALLEY OF THE BRANIZZA (TRIBUTARY OF THE VIPPACCO)",,"MILITARY OBJECTIVES",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
910,1917/01/12,,ITALY,,,"CAPRONI CA.32",,,,14,,,,1560,780,45.717,13.767,"PROSECCO (ON RR, 5 MI N OF TRIESTE) AND SEAPLANE BASE IN HARBOR OF TRIESTE",ITALY,"AVIATION GROUND",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
911,1917/11/09,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.7667,12.6,"MOTTA DI LIVENZA",ITALY,"GROUP OF ROADS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
912,1917/11/09,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.7667,12.6,"MOTTA DI LIVENZA AND SANTA DONA DI PIAVE",ITALY,"GROUP OF ROADS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
913,1917/11/15,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.704334,12.702626,LIVENZA-TEZZE,ITALY,"ENEMY POSITIONS ON THE ROAD BETWEEN TOWNS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
914,1917/11/18,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.5805556,12.6755556,GRISOLERA-TEZZE,ITALY,"ENEMY POSITIONS ON THE ROAD BETWEEN TOWNS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
915,1917/06/20,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.617,11.617,"UPPER VALLEYS OF ASTICO AND ASSA",ITALY,"ENEMY SUPPLY ROUTES",,,,,,,,,,,,OTAG
916,1917/03/11,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,46.409911,13.198165,"VALLEY OF MUGGIA (S OF TRIESTE), DOCKYARDS OF SAN ROCCO (W OF MUGGIA), AND SAN SABBA (BAY OF MUGGIA)",ITALY,DOCKYARDS,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
917,1917/11/19,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.5805556,12.6755556,GRISOLERA-TEZZE,ITALY,"ROAD BETWEEN TOWNS",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
918,1917/06/26,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.74706839,13.67495623,"NABRESINA / PROSECCO",ITALY,"MILITARY INSTALLATIONS",,,,,,,,,,,,OTAG
919,1917/07/15,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.066667,14.1,"E OF SELO",SLOVENIA,"ENEMY SUPPLY ROUTES",,,,,,,,,,,,OTAG
920,1917/07/22,,ITALY,,,AIRSHIP,,NIGHT,,2,M-12,,,,2200,45.8,13.6167,"M. HERMADA",ITALY,"BATTERIES ON REVERSE SLOPE",,,,,,,,,,,15000,OTAG
921,1917/07/26,,ITALY,,,"CAPRONI CA.32",,,,,,,,8800,,46.040545,13.788362,"VAL CHIAPOVANO",ITALY,"IDRIA MILITARY INSTALLATIONS AND BARRACKS",,,,,,,,,,,,OTAG
922,1917/12/07,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.7667,12.6,"MOTTA DI LIVENZA",ITALY,"RAIL LINE AND ROAD",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
923,1917/07/28,,ITALY,,,"CAPRONI CA.32",,,,,,,,6600,,46.049444,13.796944,"VAL DI CHIAPOVANO",ITALY,"IDRA POWER PLANT",,,,,,,,,,,,OTAG
924,1917/07/30,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.8,13.6167,"MARCHINA AND MONTE HERMANDA / PROSECCO",ITALY,"ENEMY BARRACKS /AERODROME",,,,,,,,,,,,OTAG
925,1917/08/30,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.990915,13.783184,"PROVIZZA FOREST",ITALY,"ENEMY BATTERY",,,,,,,,,,,,OTAG
926,1917/12/08,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.952784,11.926823,"SANTA MARIA DI QUERO",ITALY,ENCAMPMENT,CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
927,1917/12/14,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.7753,12.8386,PORTOGRUARO,ITALY,"RAIL STATION",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
928,1917/08/31,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.183017,13.732753,"TOLMINA AREA / CARSO SUPPLY ROUTES",SLOVENIA,"RAIL FACILITIES",,,,,,,,,,,,OTAG
929,1917/09/09,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.9741667,13.7433333,"TERRANOVA FOREST",ITALY,"ENEMY BATTERY",,,,,,,,,,,,OTAG
930,1917/09/10,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,45.9741667,13.7433333,"TERRANOVA FOREST",ITALY,"ENEMY BATTERY",,,,,,,,,,,,OTAG
931,1917/09/21,,ITALY,,,AIRSHIP,,NIGHT,,2,M-14,,,,2200,46.1538889,13.8619444,GRAHOVO,SLOVENIA,"RAIL STATION",,,,,,,,,,,15000,OTAG
932,1917/09/23,,ITALY,,,"CAPRONI CA.32",,,,,,,,8800,,46.183017,13.732753,"E OF TOLMINO (VALLEY OF RIVER BAZZA) GRAKOVO",,"RAIL STATION",,,,,,,,,,,,OTAG
933,1917/09/23,,ITALY,,,"CAPRONI CA.32",,,,2,,,,,,46.167,13.817,PODMELEC,SLOVENIA,"ENEMY INSTALLATIONS",,,,,,,,,,,,OTAG
934,1917/09/23,,ITALY,,,"CAPRONI CA.32",,,,2,,,,,,46.049444,13.796944,"VAL DI CHIAPOVANO",ITALY,"ENEMY TROOPS IN DEEP VALLEY",,,,,,,,,,,,OTAG
935,1917/05/10,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.8572222,13.7841667,RIFEMBERGO,SLOVENIA,"RAILWAY WORKS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
936,1917/09/23,,ITALY,,,AIRSHIP,,NIGHT,,2,M-14,,,,2200,46.167,13.817,"PODMELEC AND GRAHOVO",SLOVENIA,"BARRACKS AND DUMP BETWEEN TOWNS",,,,,,,,,,,15000,OTAG
937,1917/05/12,,ITALY,,,"CAPRONI CA.32",,,,2,,,,780,780,44.870302,13.845555,POLA,ITALY,ARSENAL,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
938,1917/05/12,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.74706839,13.67495623,"ST DANIELE (IN BRANIZZA VALEY)",,"RAILWAY WORKS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
939,1917/10/03,,ITALY,,,"CAPRONI CA.32",,,,,,,,,,46.183017,13.732753,"E OF TOLMINO (VALLEY OF RIVER BAZZA) GRAKOVO",,"RAIL STATION",,,,,,,,,,,,OTAG
940,1917/05/15,,ITALY,,,"CAPRONI CA.32",,DAY,,,,,,,780,46.0494444,13.7969444,"CHIAPOVANO (14 MI NE OF GORIZIA)",SLOVENIA,"ENEMY HUTMENTS",PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
941,1917/10/03,,ITALY,,,"CAPRONI CA.32",,,,,,,,8800,,44.871031,13.838065,POLA,ITALY,"MILITARY TARGETS",,,,,,,,,,,,OTAG
942,1917/05/15,,ITALY,,,"CAPRONI CA.32",,NIGHT,,,,200,,,780,45.9166667,13.5,"E OF GORIZIA",ITALY,"ENEMY LOC, ENCAMPMENTS, SUPPLY COLUMNS",PORDENONE,46.031889,12.596472,,,,,,,,1600,OTAG
943,1918/01/01,,ITALY,ARMY,,AIRSHIP,,NIGHT,,2,M-1,,,,2200,45.721851,12.684331,"SAN STINO DI LIVENZA",ITALY,"RAIL STATION",CAMPALTO,45.4,11.0833,,,,,,,,15000,OTAG
944,1917/02/25,,ITALY,,,AIRSHIP,,NIGHT,,2,M-10,,,,2200,45.717,13.767,PROSECCO,ITALY,AIRDROME,SPILIMBERGO,46.1113,12.8991,,,,,,,,15000,OTAG
945,1917/05/16,,ITALY,,,"CAPRONI CA.32",,,,,,,,,780,45.906,13.701,"OWCIA DRAGA AND VOGERSKO",SLOVENIA,,PORDENONE,46.031889,12.596472,,,,,,,,,OTAG
